Query,original_sexp,table_id
hoeveel bos was er in de provincie groningen in 2005,(VALUE (70072ned (MSR A045823_3 (WHERE (DIM TC 2015JJ00) (DIM GC PV20))))),70072ned
hoeveel schapen waren er in utrecht in 2002,(VALUE (70072ned (MSR A028984 (WHERE (DIM TC 2002JJ00) (DIM GC PV26))))),70072ned
hoeveel schapen waren er in de provincie utrecht in 2002,(VALUE (70072ned (MSR A028984 (WHERE (DIM TC 2002JJ00) (DIM GC PV26))))),70072ned
hoeveel paarden waren er in gelderland in 2002,(VALUE (70072ned (MSR A028988 (WHERE (DIM GC PV25) (DIM TC 2002JJ00))))),70072ned
hoeveel pony's waren er in gelderland in 2002,(VALUE (70072ned (MSR A028988 (WHERE (DIM GC PV25) (DIM TC 2002JJ00))))),70072ned
hoeveel gezinnen met kinderen woonden er relatief gezien in de provincie utrecht in 2015,(VALUE (70072ned (MSR 1016030_2 (WHERE (DIM GC PV26) (DIM TC 2015JJ00))))),70072ned
hoeveel gezinnen met kinderen woonden er relatief gezien in utrecht in 2015,(VALUE (70072ned (MSR 1016030_2 (WHERE (DIM GC PV26) (DIM TC 2015JJ00))))),70072ned
welke percentage van drenthe bestaat uit gras,(VALUE (70072ned (MSR A047041 (WHERE (DIM GC PV22))))),70072ned
hoeveel gras is er in drenthe,(VALUE (70072ned (MSR A047041 (WHERE (DIM GC PV22))))),70072ned
wat is de totale oppervlakte van overijssel,(VALUE (70072ned (MSR T001455_3 (WHERE (DIM GC PV23))))),70072ned
hoe groot is overijssel,(VALUE (70072ned (MSR T001455_3 (WHERE (DIM GC PV23))))),70072ned
hoeveel overig pluimvee was er in 2006,(VALUE (70072ned (MSR A029002 (WHERE (DIM TC 2006JJ00))))),70072ned
hoeveel tijdelijk grasland was er in de provincie groningen in 2021,(VALUE (70072ned (MSR A047043 (WHERE (DIM GC PV20) (DIM TC 2021JJ00))))),70072ned
wat was de totale demografische druk in 2010,(VALUE (70072ned (MSR D000110_2 (WHERE (DIM TC 2010JJ00))))),70072ned
hoeveel 11 jarigen waren er in west nederland in 2012,(VALUE (70072ned (MSR 70300_1 (WHERE (DIM TC 2012JJ00) (DIM GC LD03))))),70072ned
hoeveel tieners waren er in west-nederland in 2012,(VALUE (70072ned (MSR 70300_1 (WHERE (DIM TC 2012JJ00) (DIM GC LD03))))),70072ned
hoeveel recreatieterrein was er in 1996 in de provincie groningen,(VALUE (70072ned (MSR A045814_2 (WHERE (DIM TC 1996JJ00) (DIM GC PV20))))),70072ned
hoeveel communicatiebedrijven waren er in 2015,(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00))))),70072ned
hoeveel bedrijfsvestigingen in de vervoerssector waren er in 2015,(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00))))),70072ned
bedrijven vervoer 2015,(VALUE (70072ned (MSR 383105 (WHERE (DIM TC 2015JJ00))))),70072ned
wat was de totale oppervlakte in 1997,(VALUE (70072ned (MSR T001455_3 (WHERE (DIM TC 1997JJ00))))),70072ned
van hoeveel procent van de woningen in 2012 was de eigenaar onbekend,(VALUE (70072ned (MSR A048262 (WHERE (DIM TC 2012JJ00))))),70072ned
hoeveel tieners zijn er in zuid-nederland,(VALUE (70072ned (MSR 70300_1 (WHERE (DIM GC LD04))))),70072ned
hoeveel 13-jarigen zijn er in zuid nederland,(VALUE (70072ned (MSR 70300_1 (WHERE (DIM GC LD04))))),70072ned
hoeveel recreatieterrein was er per inwoner in 2006 in oost-nederland,(VALUE (70072ned (MSR A045814_3 (WHERE (DIM TC 2006JJ00) (DIM GC LD02))))),70072ned
hoeveel hectare landbouwgrond was er in 2006,(VALUE (70072ned (MSR A045820_1 (WHERE (DIM TC 2006JJ00))))),70072ned
aantal migranten met een niet westerese achtergrond in zuid holland in 1999,(VALUE (70072ned (MSR 2012657_2 (WHERE (DIM TC 1999JJ00) (DIM GC PV28))))),70072ned
hoeveel inwoners had de provincie drenthe in 2016,(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 2016JJ00) (DIM GC PV22))))),70072ned
hoeveel inwoners had drenthe in 2016,(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 2016JJ00) (DIM GC PV22))))),70072ned
hoeveel 10 tot 15 jarigen waren er in 2008 in Nederland,(VALUE (70072ned (MSR 70400_2 (WHERE (DIM TC 2008JJ00) (DIM GC NL01))))),70072ned
wat was de totale demografische druk in 2011,(VALUE (70072ned (MSR D000110_2 (WHERE (DIM TC 2011JJ00))))),70072ned
hoeveel wegdek lag er in nederland in 2008,(VALUE (70072ned (MSR T001491_2 (WHERE (DIM TC 2008JJ00))))),70072ned
hoeveel wegen waren er in nederland in 2008,(VALUE (70072ned (MSR T001491_2 (WHERE (DIM TC 2008JJ00))))),70072ned
hoeveel scholen voor speciaal onderwijs waren er in 2017,(VALUE (70072ned (MSR A025282 (WHERE (DIM TC 2017JJ00))))),70072ned
hoeveel speciale scholen waren er in 2017,(VALUE (70072ned (MSR A025282 (WHERE (DIM TC 2017JJ00))))),70072ned
wat was de afstand tot een huisartsenpost in 2012,(VALUE (70072ned (MSR D000027 (WHERE (DIM TC 2012JJ00))))),70072ned
hoe ver was een huisartsenpost in 2012,(VALUE (70072ned (MSR D000027 (WHERE (DIM TC 2012JJ00))))),70072ned
hoeveel overig niet westerse migranten wonen er in zeeland,(VALUE (70072ned (MSR A008187_1 (WHERE (DIM GC PV29))))),70072ned
hoeveel overig niet-westerse migranten wonen er in de provincie zeeland,(VALUE (70072ned (MSR A008187_1 (WHERE (DIM GC PV29))))),70072ned
hoeveel restaurants zijn er binnen een straal van 3 kilometer in groningen,(VALUE (70072ned (MSR A045791_5 (WHERE (DIM GC PV20))))),70072ned
provincie groningen aantal restaurants binnen drie km,(VALUE (70072ned (MSR A045791_5 (WHERE (DIM GC PV20))))),70072ned
hoeveel mensen hebben zich vanuit een andere gemeente gevestigd in de provincie utrecht,(VALUE (70072ned (MSR M000155 (WHERE (DIM GC PV26))))),70072ned
wat was de waarde van woningen in 2020,(VALUE (70072ned (MSR D003038 (WHERE (DIM TC 2020JJ00))))),70072ned
hoeveel waren woningen waard in 2020,(VALUE (70072ned (MSR D003038 (WHERE (DIM TC 2020JJ00))))),70072ned
hoeveel inwoners waren er in 1998,(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00))))),70072ned
aantal inwoners 1998,(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00))))),70072ned
inwoners 1998,(VALUE (70072ned (MSR M000353 (WHERE (DIM TC 1998JJ00))))),70072ned
afstand tot dokter 2012,(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00))))),70072ned
afstand tot een huisarts in 2012,(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00))))),70072ned
wat was de afstand tot een huisartsenpraktijk in 2012,(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00))))),70072ned
wat was d e afstand tot een dokter in 2012,(VALUE (70072ned (MSR D000028 (WHERE (DIM TC 2012JJ00))))),70072ned
wat was het relatieve geboorteoverschot in 2013,(VALUE (70072ned (MSR M000315_2 (WHERE (DIM TC 2013JJ00))))),70072ned
relatief geboorteoverschot 2013,(VALUE (70072ned (MSR M000315_2 (WHERE (DIM TC 2013JJ00))))),70072ned
hoeveel 80 plusser waren er in 2000,(VALUE (70072ned (MSR 21700_1 (WHERE (DIM TC 2000JJ00))))),70072ned
mensen van 80 of ouder in 2000,(VALUE (70072ned (MSR 21700_1 (WHERE (DIM TC 2000JJ00))))),70072ned
hoeveel kinderen gaan naar de basisschool in gelderland,(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25))))),70072ned
aantal basisschoolscholieren in gelderland,(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25))))),70072ned
aantal leerlingen basisonderwijs gelderland,(VALUE (70072ned (MSR A025280 (WHERE (DIM GC PV25))))),70072ned
hoeveel kilo gft afval was er in zeeland,(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29))))),70072ned
hoeveel kilogram gft-afval in zeeland,(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29))))),70072ned
hoeveel groente-,(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29))))),70072ned
fruit- en tuinafval in zeeland,(VALUE (70072ned (MSR A025454 (WHERE (DIM GC PV29))))),70072ned
wat was het geboorteoverschot in groningen in 2005,(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00))))),70072ned
geboorteoverschot provincie groningen 2005,(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00))))),70072ned
geboorteoverschot groningen 2005,(VALUE (70072ned (MSR M000315_1 (WHERE (DIM GC PV20) (DIM TC 2005JJ00))))),70072ned
grasland in flevoland 2022,(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24))))),70072ned
hoeveel gras is er in flevoland in 2022,(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24))))),70072ned
hoeveelheid natuurlijk gras flevoland 2022,(VALUE (70072ned (MSR A047042 (WHERE (DIM TC 2022JJ00) (DIM GC PV24))))),70072ned
hoeveel particuliere auto's in utrecht in 2015,(VALUE (70072ned (MSR M000330_1 (WHERE (DIM TC 2015JJ00) (DIM GC PV26))))),70072ned
aantal particulieren personenauto's in de provincie utrecht in 2015,(VALUE (70072ned (MSR M000330_1 (WHERE (DIM TC 2015JJ00) (DIM GC PV26))))),70072ned
welk percentage van de inwoners van zuid holland was in 2005 tussen de 45 en 65 jaar,(VALUE (70072ned (MSR 53715_2 (WHERE (DIM TC 2005JJ00) (DIM GC PV28))))),70072ned
welk percentage van inwoners heeft een bromfiets in 2010,(VALUE (70072ned (MSR A018934_2 (WHERE (DIM TC 2010JJ00))))),70072ned
hoeveel overledenen zijn er in 2027,(VALUE (70737ned (MSR M000134 (WHERE (DIM TC 2027JJ00))))),70737ned
hoeveel mensen gaan overlijden in 2027,(VALUE (70737ned (MSR M000134 (WHERE (DIM TC 2027JJ00))))),70737ned
wat was het aandeel van innovatoren aan de onderzoekspopulatie tussen 2004 en 2006,(VALUE (80066ned (MSR M002465 (WHERE (DIM TC 2004X000))))),80066ned
hoeveel bedrijven in de papierindustrie waren er in roemenië in 2018,(VALUE (81358ned (MSR M002401 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100) (DIM TC 2018JJ00) (DIM LandVanUiteindelijkeZeggenschapUCI L008723))))),81358ned
wat was de productiewaarde binnen de grafische industrie in 2017,(VALUE (81358ned (MSR M001034 (WHERE (DIM TC 2017JJ00) (DIM BedrijfstakkenBranchesSBI2008 318600))))),81358ned
hoeveel bedrijven zijn er in de papierindustrie,(VALUE (81358ned (MSR M002401 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100))))),81358ned
hoeveel mensen werken er in de tabaksindustrie in Estland,(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 312200) (DIM LandVanUiteindelijkeZeggenschapUCI L008598))))),81358ned
hoeveel kost het personeel in de papierindustrie in Letland in 2018,(VALUE (81358ned (MSR M002065 (WHERE (DIM BedrijfstakkenBranchesSBI2008 317100) (DIM TC 2018JJ00) (DIM LandVanUiteindelijkeZeggenschapUCI L008657))))),81358ned
kosten aankoop van goederen in cyprus 2017,(VALUE (81358ned (MSR M002753_1 (WHERE (DIM LandVanUiteindelijkeZeggenschapUCI L008587) (DIM TC 2017JJ00))))),81358ned
aantal mensen werkzaam in de kledingindustrie in 2014,(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 314000) (DIM TC 2014JJ00))))),81358ned
werknemers kledingindustrie 2014,(VALUE (81358ned (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 314000) (DIM TC 2014JJ00))))),81358ned
inclusief jaarloon deeltijd 2014,(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM KenmerkenBaanWerknemerBedrijf 2021209))))),81431ned
hoeveel was het inclusieve jaarloon van deeltijd werknemers in 2014,(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM KenmerkenBaanWerknemerBedrijf 2021209))))),81431ned
wat is het uurloon in de handel sector in 2019,(VALUE (81431ned (MSR M001945 (WHERE (DIM BedrijfstakkenBranchesSBI2008 354200) (DIM TC 2019JJ00))))),81431ned
hoeveel uur werkten vrouwen in de financiële dienstverlening in 2013,(VALUE (81431ned (MSR M001891 (WHERE (DIM TC 2013JJ00) (DIM BedrijfstakkenBranchesSBI2008 396300) (DIM KenmerkenBaanWerknemerBedrijf 4000))))),81431ned
wat is het maandloon van een voltijd werknemer,(VALUE (81431ned (MSR M001778_2 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240))))),81431ned
loon voltijd werknemer,(VALUE (81431ned (MSR M001778_2 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240))))),81431ned
hoeveel mensen van 30 jaar werkten er in verhuur en handel van huizen in 2014,(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2014JJ00) (DIM BedrijfstakkenBranchesSBI2008 402000) (DIM KenmerkenBaanWerknemerBedrijf 70700))))),81431ned
hoeveel was het jaarloon inclusief beloning in 2013,(VALUE (81431ned (MSR M001756 (WHERE (DIM TC 2013JJ00))))),81431ned
hoeveel uur hebben fulltime werknemers gewerkt in 2016,(VALUE (81431ned (MSR M001890 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 2021240) (DIM TC 2016JJ00))))),81431ned
hoeveel banen zijn er in de branche informatie en communicatie in 2009,(VALUE (81431ned (MSR M002480 (WHERE (DIM TC 2009JJ00) (DIM BedrijfstakkenBranchesSBI2008 391600))))),81431ned
wat is het jaarloon van personeel tussen de 65 en 75 jaar oud,(VALUE (81431ned (MSR M001755 (WHERE (DIM KenmerkenBaanWerknemerBedrijf 53925))))),81431ned
hoeveel uur werd er in 2019 gewerkt in de bouwnijverheid,(VALUE (81431ned (MSR M002013 (WHERE (DIM TC 2015JJ00) (DIM KenmerkenBaanWerknemerBedrijf 53925))))),81431ned
hoeveel uur is er in de bouwnijverheid gewerkt in 2019,(VALUE (81431ned (MSR M001889 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM TC 2019JJ00))))),81431ned
hoeveel studenten zijn afgestudeerd van de opleiding verplegkunde in 2019,(VALUE (81628NED (MSR M007205 (WHERE (DIM TC 2019JJ00))))),81628NED
hoeveel geboortes waren er bij moeders ouder dan 35 in 2004,(VALUE (81628NED (MSR M005535 (WHERE (DIM TC 2004JJ00))))),81628NED
aantal afgestudeerden studenten geneeskunde in 2019,(VALUE (81628NED (MSR M007204 (WHERE (DIM TC 2019JJ00))))),81628NED
hoeveel studenten studeerden af van de opleidingen geneeskunde in 2019,(VALUE (81628NED (MSR M007204 (WHERE (DIM TC 2019JJ00))))),81628NED
welk percentage van kinderen had ernstig overgewicht in 2012,(VALUE (81628NED (MSR D004009 (WHERE (DIM TC 2012JJ00))))),81628NED
ernstig overgewicht tieners in 2005,(VALUE (81628NED (MSR D004009 (WHERE (DIM TC 2005JJ00))))),81628NED
hoeveel mensen werkten er in de gezondheidszorg in 2011,(VALUE (81628NED (MSR M004829 (WHERE (DIM TC 2011JJ00))))),81628NED
hoeveel is er per deelnemer besteed aan cursussen in 1999,(VALUE (81850NED (MSR M000761_2 (WHERE (DIM TC 1999JJ00))))),81850NED
uren cursus per werknemer 2015,(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 2015JJ00))))),81850NED
hoeveel uren hebben werknemers besteed aan cursussen in 2015,(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 2015JJ00))))),81850NED
bestede uren aan cursussen per werknemer in 1999,(VALUE (81850NED (MSR M000767_1 (WHERE (DIM TC 1999JJ00))))),81850NED
hoeveel bedrijven hebben opleidingen in 1993,(VALUE (81850NED (MSR D003605_2 (WHERE (DIM TC 1993JJ00))))),81850NED
hoeveel werknemers hebben een cursus gevolgd in 2020,(VALUE (81850NED (MSR T001038 (WHERE (DIM TC 2020JJ00))))),81850NED
hoeveel uur is besteed aan interne cursussen in 2010,(VALUE (81850NED (MSR D000482 (WHERE (DIM TC 2010JJ00))))),81850NED
hoeveel is er besteed aan curcussen per deelnemer in 2005,(VALUE (81850NED (MSR M000761_3 (WHERE (DIM TC 2005JJ00))))),81850NED
hoeveel procent van werknemers hebben een cursus gevolgd in 1999,(VALUE (81850NED (MSR T001038 (WHERE (DIM TC 1999JJ00))))),81850NED
hoeveel buitenlanders overnachtten in groepsaccomodaties in mei van 2014,(VALUE (82058NED (MSR D006210_12 (WHERE (DIM TC 2014MM05))))),82058NED
aantal overnachtingen van buitenlanders in groepsaccomodaties in mei 2014,(VALUE (82058NED (MSR D006210_12 (WHERE (DIM TC 2014MM05))))),82058NED
hoeveel mensen uit het buitenland verbleven een nacht in een accomodatie in augustus van 2017,(VALUE (82058NED (MSR D006210_1 (WHERE (DIM TC 2017MM08))))),82058NED
hoeveel faillissementen zijn er in maart 1994 uitgesproken,(VALUE (82242NED (MSR M001327 (WHERE (DIM TC 1994MM03))))),82242NED
hoeveel procent van de mannen is gelukkig,(VALUE (82634NED (MSR D003207 (WHERE (DIM Persoonskenmerken 3000))))),82634NED
welk percentage van bedrijven had breedband internet in 2019,(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2019JJ00))))),83249NED
hoeveel bedrijven hebben vast breedbeeld in 2019,(VALUE (83249NED (MSR M001215 (WHERE (DIM TC 2019JJ00))))),83249NED
hoeveel werknemers werktten met mobiel internet in 2016,(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2016JJ00))))),83249NED
bedrijven met mobiel breedband in 2017,(VALUE (83249NED (MSR M000640 (WHERE (DIM TC 2017JJ00))))),83249NED
mensen die werken met een computer in 2016,(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2012JJ00))))),83249NED
hoeveel mensen werkten er op een computer voor hun baan in 2016,(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2012JJ00))))),83249NED
werknemers mobiel internet in 2016,(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2016JJ00))))),83249NED
bedrijven met breedband internet in 2003,(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2003JJ00))))),83249NED
telewerkers in 2004,(VALUE (83249NED (MSR M000776 (WHERE (DIM TC 2004JJ00))))),83249NED
percentage van bedrijven waar telewerk voorkomt in 2019,(VALUE (83249NED (MSR M000775 (WHERE (DIM TC 2019JJ00))))),83249NED
werknemers die werken met internet in 2005,(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2005JJ00))))),83249NED
bedrijven met vast breedband in 2004,(VALUE (83249NED (MSR M001215 (WHERE (DIM TC 2004JJ00))))),83249NED
personeel dat werkt met mobiel internet in 2020,(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2020JJ00))))),83249NED
werkende personen met internet in 2018,(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2018JJ00))))),83249NED
personeel internet 2021,(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2021JJ00))))),83249NED
hoeveel procent van werkzame personen werkte in 2010 met mobiel internet,(VALUE (83249NED (MSR M000707 (WHERE (DIM TC 2010JJ00))))),83249NED
hoeveel procent van de bedrijven had internet in 2005,(VALUE (83249NED (MSR M001251 (WHERE (DIM TC 2005JJ00))))),83249NED
percentage werknemers dat werkt met internet in 2003,(VALUE (83249NED (MSR M000706 (WHERE (DIM TC 2003JJ00))))),83249NED
percentage bedrijven breedbandverbinding 2020,(VALUE (83249NED (MSR D000475 (WHERE (DIM TC 2020JJ00))))),83249NED
hoeveel procent van de bedrijven had een internetverbinding in 2013,(VALUE (83249NED (MSR M001251 (WHERE (DIM TC 2013JJ00))))),83249NED
hoeveel werknemers werkte met een computer in 2016,(VALUE (83249NED (MSR M000705 (WHERE (DIM TC 2016JJ00))))),83249NED
hoeveel afval wordt er hergebruikt,(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028562))))),83555NED
afval dat opnieuw wordt gebruikt in 2010,(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028562) (DIM TC 2010JJ00))))),83555NED
hoeveel afval was er in 2004,(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 2004JJ00))))),83555NED
totaal afval 2004,(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 2004JJ00))))),83555NED
afval dat wordt gestort en geloosd in 2000,(VALUE (83555NED (MSR D003105 (WHERE (DIM HerkomstBestemming A028564) (DIM TC 2000JJ00))))),83555NED
hoeveel afval werd vervoerd om verwerkt te worden in 1992,(VALUE (83555NED (MSR D003105 (WHERE (DIM TC 1992JJ00) (DIM HerkomstBestemming A028561))))),83555NED
wat is de toeristenbelasting voor gemeentes met 100000 tot 150000 inwoners,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM Regiokenmerken A007402))))),83616NED
precariobelasting in corop zuidoost friesland,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047003) (DIM Regiokenmerken CR06))))),83616NED
wat was de toeristenbelasting per inwoner in noord limburg in 2015,(VALUE (83616NED (MSR M001178_2 (WHERE (DIM GemeentelijkeHeffingenVanaf2017 A047004) (DIM TC 2015JJ00) (DIM Regiokenmerken CR37))))),83616NED
wat is de rioolheffing in agglomeratie 's gravenhage,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR26) (DIM GemeentelijkeHeffingenVanaf2017 A047006))))),83616NED
wat is de rioolheffing in agglomeratie den haag,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR26) (DIM GemeentelijkeHeffingenVanaf2017 A047006))))),83616NED
hoeveel kostte gemeentelijke heffingen bewoners van zuidoost drenthe in 2005,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2005JJ00) (DIM Regiokenmerken CR08))))),83616NED
wat zijn de begraafplaatsrechten voor gemeentes met 50 tot 100 duizend inwoners in 2018,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2018JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047009) (DIM Regiokenmerken A007399))))),83616NED
wat waren de gemeentelijke heffingen in 2017,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2017JJ00))))),83616NED
wat is de totale onroerendezaakbelasting in gemeentes met 20 tot 50000 inwoners,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken A007398) (DIM GemeentelijkeHeffingenVanaf2017 A046999))))),83616NED
gemeente heffingen 150-250000 inwoners 2007,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2007JJ00) (DIM Regiokenmerken A007403))))),83616NED
wat is de toeristenbelasting in alkmaar en omgeving in 2023,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2023JJ00) (DIM Regiokenmerken CR19) (DIM GemeentelijkeHeffingenVanaf2017 A047004))))),83616NED
wat was de toeristenbelasting in oost-groningen in 2012,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR01) (DIM TC 2012JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047004))))),83616NED
hoeveel waren gemeentelijke heffingen in 2005,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM TC 2005JJ00))))),83616NED
gemeentelijke heffingen per inwoner in oost groningen 2013,(VALUE (83616NED (MSR M001178_2 (WHERE (DIM Regiokenmerken CR01) (DIM TC 2013JJ00))))),83616NED
gemeentelijke heffingen 50 tot 100 duizend inwoners,(VALUE (83616NED (MSR M001178_2 (WHERE (DIM Regiokenmerken A007399))))),83616NED
wat waren de gemeentelijke heffingen in de corop delft en westland in 2010,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR27) (DIM TC 2010JJ00))))),83616NED
wat waren de gemeentelijke heffingen in delft en westland in 2010,(VALUE (83616NED (MSR M001178_1 (WHERE (DIM Regiokenmerken CR27) (DIM TC 2010JJ00))))),83616NED
gemeentebelastingen per inwoner in groot-amsterdam 2011,(VALUE (83616NED (MSR M001178_2 (WHERE (DIM TC 2011JJ00) (DIM Regiokenmerken CR23))))),83616NED
begraafplaatsrechten in gooi en vechtstreek in 2020,(VALUE (83616NED (MSR M001178_2 (WHERE (DIM TC 2020JJ00) (DIM GemeentelijkeHeffingenVanaf2017 A047009) (DIM Regiokenmerken CR24))))),83616NED
